t,ra,dec,distance,age,group_name,x,y,z
-50.204081632653065,213.1057676087257,-61.063423967272826,10823.158328557507,30.90295432513592,UPK_526,7321.790042237001,-7970.525486635388,53.5747078249633
-50.204081632653065,211.94680532901842,-61.60869478628165,9999.190190066192,89.12509381337459,UPK_533,6674.808453606661,-7445.172055688687,-12.232169444800093
-50.204081632653065,206.46095399525007,-62.40753427192449,10651.218371749583,33.113112148259084,UPK_535,6729.722532902143,-8255.781619238785,-36.841393622129544
-50.204081632653065,205.46166428404908,-61.78422376142723,10700.682384773354,37.15352290971728,UPK_540,6712.536599901345,-8332.916827794263,94.62048323086674
-50.204081632653065,212.48256823201072,-61.59201949647963,9967.06581271985,79.43282347242821,UPK_545,6685.46372385601,-7392.325049268366,-22.496178643471467
-50.204081632653065,221.9589307318018,-59.523689233431654,11773.707594558755,97.72372209558112,UPK_562,8640.342711392463,-7997.773843765619,16.789753901911354
-50.204081632653065,218.67876349664402,-59.630020399533244,11504.448949931399,77.62471166286912,UPK_585,8226.566186853051,-8041.023131440063,133.79616791798435
-50.204081632653065,224.40889761011996,-60.04456077772011,11132.697880597327,19.49844599758045,UPK_599,8282.374363539295,-7436.804066039657,-182.1600564868604
-50.204081632653065,217.7768221499967,-60.02436493007742,10769.82706359922,69.18309709189363,UPK_605,7626.313172578861,-7603.983256958208,89.22444442826327
-50.204081632653065,212.07741737039515,-60.8975378134735,10242.280498497854,100.0,UPK_612,6872.280065074352,-7593.740039151931,105.77681632544636
-50.204081632653065,220.59148635086666,-60.38799717906532,10892.52560059236,100.0,UPK_614,7864.938376559534,-7535.4989955606,-78.18683000508736
-50.204081632653065,222.67473487496437,-59.58406996602377,11789.924089967477,70.79457843841374,UPK_617,8694.003437677738,-7963.409063510057,-27.025174355319905
-50.204081632653065,214.30967970096964,-61.23670212219781,10423.233468131233,39.81071705534969,UPK_624,7117.525891020568,-7614.754261383227,-11.77542223875571
-50.204081632653065,212.9611515114049,-61.382466499956315,10179.164392819619,25.118864315095824,UPK_640,6864.707693607408,-7516.061199896041,0.23830931413704093
-50.204081632653065,218.2106678075799,-60.43552954994381,10314.154816210288,79.43282347242821,UPK_654,7309.484374083902,-7276.896496038217,2.267977929332119
-50.204081632653065,217.06609470925164,-60.78229872820395,10263.683900048052,81.28305161640996,UPK_82,7191.023722623988,-7323.391744239327,-17.843238829031634
-50.204081632653065,213.02058918091774,-61.53040814845792,9648.120175434959,48.97788193684466,UPK_90,6504.282759293499,-7126.002106563255,-24.953637981354404
