cluster,ref,SimbadName,ra,ra_error,dec,dec_error,GLON,GLAT,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,ruwe,N_dr3,radial_velocity_error,radial_velocity_med,radial_velocity_std,rv_nb_transits,N_apogee,vhelio_avg,verr,vscatter,vhelio_avg_med,vhelio_avg_std,nvisits_apogee,N_rv_weighted,rv_weighted,rv_weighted_error,rv_weighted_med,rv_weighted_std,NF_VRAD_FLAG,N_ges,VRAD,E_VRAD,VRAD_med,VRAD_std,N_galah,rv_galah,e_rv_galah,rv_galah_med,rv_galah_std,N_rave,HRV,e_HRV,HRV_med,HRV_std,N_X,X,X_std,N_Y,Y,Y_std,N_Z,Z,Z_std,N_U,U,U_std,N_V,V,V_std,N_W,W,W_std,vx,vy,vz,age_myr,N_tot,l,b,rv_lsr,rv_lsr_m_s
UBC_178,CantatGaudin+2020,nan,346.23554323286146,0.0199003240891865,63.35383788728677,0.0183630564383098,111.3228856236915,2.9085220389388184,-1.1748056954363408,0.0269466127668108,-1.8891126197617003,0.0227143040725163,1.1719116957462,0.0228012353181839,1.0664360182625907,20,9.3723876953125,-15.121793746948242,27.902729817810062,18.65,0,nan,nan,nan,nan,nan,nan,20,-13.899372029304503,9.372387838363649,-15.1217942237854,27.90272981781006,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,56,-310.0483528831178,7.487520819995217,56,794.2951509421482,18.55070551109714,56,43.31695802302972,2.086757781867334,20,11.83124955351433,10.227246552671948,20,-10.000566123420423,25.94000523823664,20,-5.902540796116363,1.5171651781922817,22.931249553514327,2.239433876579577,1.3474592038836368,10.232935315766705,56,111.3228897025958,2.908236999014787,-6.1757857077856455,-6175.785707785645
FSR_0551,CantatGaudin+2020,[FSR2007] 0551,24.95813841514639,0.0205034654248844,64.87304698952194,0.0227641517465764,128.0427920377616,2.482711062887788,0.0578240399300409,0.0245050950483842,-1.4812763879451532,0.0309915434230457,1.079042406362641,0.0298707999966361,1.0230854207819158,12,12.18127695719401,-16.761550903320312,15.36029463001556,22.75,0,nan,nan,nan,nan,nan,nan,12,-11.527467171351114,12.181277871131895,-16.761550903320312,15.36029463001556,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,44,-571.1774021144097,18.457640779980768,44,729.9722716942168,24.268132950394683,44,40.18889042121758,1.7039641468295808,12,5.585186522227677,9.579967202236247,12,-9.903205103429045,11.994652572414752,12,-6.9243794675343535,0.9844145663572644,16.685186522227678,2.3367948965709555,0.3256205324656465,13.489632380568445,44,128.04191915848992,2.482756071402976,-8.419647245379993,-8419.647245379992
UBC_386,CantatGaudin+2020,nan,319.72044021049334,0.0237058912004743,61.93588526357228,0.0224808199065072,100.54955572598784,8.696602069467332,-3.462832224029607,0.0335781787122998,-3.492775644964797,0.028686870421682,0.8210833598481084,0.0246646617140088,1.0306827681405204,6,9.201229095458984,-18.97431945800781,13.118677807816375,28.666666666666668,0,nan,nan,nan,nan,nan,nan,6,-17.406880617141724,9.201229413350424,-18.97431945800781,13.11867780781632,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,28,-220.6716556162328,7.816631187690547,28,1184.897771561363,40.0182830118006,28,184.39337309740264,7.555912493198443,6,31.487656903769903,2.117574677232253,6,-11.761978440637954,12.691104014407976,6,-2.067294391893411,2.858528609156885,42.587656903769904,0.4780215593620465,5.182705608106589,6.456541439665037,28,100.5497253684769,8.69818657524913,-6.459328783735812,-6459.328783735811
FSR_0398,CantatGaudin+2020,[FSR2007] 0398,339.1001930972415,0.0247600258521313,64.14224667802193,0.0236720971341403,108.85057216556235,5.026981537095661,-3.171545451392236,0.0331641615561719,-1.1663099445072374,0.030125950867275,1.0553674480118111,0.0273905317738371,1.05939390074532,14,10.61354500906808,-20.88898086547852,22.05953208428126,16.785714285714285,1,-21.829721450805664,0.5849519968032837,0.0,-21.829721450805664,0.0,1.0,15,-16.454806383450826,9.944971855481466,-21.829721450805664,21.359891765832447,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,53,-305.32170799778646,10.477125955656591,53,894.2853525971918,30.49656227469816,53,83.12273664062181,3.018156649683329,15,19.255252863741305,6.752684384486831,15,-10.976320253089272,20.211552934536737,15,1.0539160214260006,1.7584805722956782,30.355252863741303,1.2636797469107286,8.303916021426001,18.197018176288072,53,108.85063279659045,5.026992268950747,-7.851189145807245,-7851.189145807245
UBC_167,CantatGaudin+2020,nan,324.7680984580345,0.0201427989146288,62.3590131080388,0.0201363826499265,102.55885965430753,7.362978599115873,-1.975986961313156,0.0253070750657249,-3.0925450296147434,0.0236793213030871,1.0884219939319577,0.0225122132722069,1.0922054963953354,6,14.847569783528646,-36.34548568725586,34.54975348601735,16.333333333333332,0,nan,nan,nan,nan,nan,nan,6,-36.05821863810221,14.847570180892944,-36.345486640930176,34.54975348601733,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,17,-198.3001382626053,5.640854740720806,17,890.1984973280614,26.737429329921493,17,117.84475890377831,3.515188217222076,6,22.51320401290744,7.160298703193472,6,-31.079845294364883,33.45812713256219,6,-8.715350427695805,4.82637928547376,33.61320401290744,-18.839845294364885,-1.465350427695805,21.877623926123007,17,102.55813739246877,7.362578513587866,-25.67354861843644,-25673.54861843644
UPK_234,Sim+2019,nan,3.975964133580383,0.0389223144604609,65.55008036471334,0.0400033363929161,119.2651658166526,2.9456223509537858,2.388562305685665,0.0511421561241149,-2.5049516569560604,0.0541264185538658,1.373920331168654,0.049934616455665,1.1528976880587063,25,6.354663696289062,-17.600845336914062,29.21857354484642,19.0,0,nan,nan,nan,nan,nan,nan,25,-10.141413724422454,6.354663505554199,-17.600845336914062,29.218573544846425,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,104,-357.4018628800431,30.53444727636509,104,637.6707205784242,50.06547875568772,104,37.56690959791667,5.974482489580608,25,-1.4142687192160763,14.8122407340887,25,-11.810626741759718,25.105816691483017,25,-10.591793345597234,1.7164281931802656,9.685731280783925,0.4293732582402825,-3.341793345597233,3.1622776601683795,104,119.26977052084044,2.941908905620028,-4.526780621238554,-4526.780621238554
Theia_19,He+2022,nan,2.825601268392486,0.0456700480502584,65.64370811070329,0.0465752249178679,118.80517428729178,3.096149338218593,2.455348487594577,0.0616891850595888,-2.429721951130081,0.0634360417075779,1.395468653666717,0.0586721637974614,1.292202908059825,8,7.291024208068848,-11.77406883239746,7.866242108565875,21.25,0,nan,nan,nan,nan,nan,nan,8,-14.307632088661194,7.291024029254913,-11.774068355560305,7.866242108565867,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,46,-344.98176642329975,9.069110789888889,46,627.4071354811011,16.11689646097199,46,38.73660370963448,1.757796764476232,8,0.4019160925989793,3.961659807715898,8,-15.498863615572496,7.260414039463308,8,-10.2108728681215,1.0565808700502768,11.50191609259898,-3.258863615572496,-2.9608728681215,1.778279410038923,46,118.80433190811848,3.096774633767684,-8.545188918436125,-8545.188918436124
UPK_147,Sim+2019,nan,313.1569733420175,0.0274598886678507,56.52066150960161,0.0281859990004654,94.22441351137836,7.628358098959958,-2.386283365276756,0.0370235443115234,-4.891386156897659,0.0358085737123594,1.1146399958738062,0.0300752933208759,1.0857874272943853,47,10.056490634350066,-14.619322776794434,21.60926133952972,23.574468085106385,0,nan,nan,nan,nan,nan,nan,47,-14.50617795675359,10.05649187717032,-14.619322776794434,21.6092613395297,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,182,-65.49666466154348,11.347030644366834,182,887.715870340258,31.66181331861156,182,119.37643199698309,17.01216722104524,47,23.396935406389787,1.7687504480753384,47,-11.962523139356266,21.38996519802201,47,-7.168651882867771,2.943693250008653,34.49693540638979,0.2774768606437341,0.0813481171322285,17.78279410038923,182,94.21970058669866,7.638440935344469,-2.2307170890478347,-2230.717089047834
UPK_163,Sim+2019,nan,320.673756313552,0.0314041822573393,59.64960435521029,0.0308948870331164,99.2426474304116,6.778229388725758,-2.405743553788353,0.0424496823756391,-3.5373972140487373,0.0385897168781766,1.1475997769380462,0.0339397113755863,1.0589765747541626,79,9.735134462767007,-22.5897159576416,23.9156009551108,23.240506329113924,0,nan,nan,nan,nan,nan,nan,79,-20.432860761786564,9.73513447936577,-22.5897159576416,23.91560095511078,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,259,-139.36146843805005,17.823357048489633,259,855.9482700172234,43.55425306409675,259,102.93309448972836,14.724031789504062,79,20.104577002995818,3.671701139933005,79,-16.860444477437575,23.5422301784467,79,-5.738311118677888,2.7540329033624853,31.20457700299582,-4.620444477437575,1.5116888813221117,12.589251353447189,259,99.24748557158831,6.768955885728031,-9.330028012409343,-9330.028012409344
OC-0262,Hao+2022,nan,50.12742468051656,0.0245164439958684,58.945801684371766,0.0303754035164328,141.13991653543042,1.4484451228566846,0.4588174968342789,0.0408274426179773,-1.6416658310039427,0.0471806175568524,0.911001062831528,0.0433530912679784,1.0291282429414637,7,15.536032540457589,-9.24764919281006,14.652470003571572,31.142857142857142,0,nan,nan,nan,nan,nan,nan,7,-13.685395274843488,15.53603274481637,-9.24764919281006,14.652470003571525,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,34,-854.8426819343113,17.96316096621275,34,688.7717430958742,13.700995136372116,34,27.75706686857331,1.6330574899498784,7,6.088012514860695,11.368869289608329,7,-14.01764876261801,9.28388927765988,7,-6.257613074696997,1.0494151137799017,17.188012514860695,-1.7776487626180106,0.9923869253030028,5.011872336272725,34,141.14059113215717,1.4483745094892706,-14.469697326547193,-14469.697326547192
