cluster,ref,SimbadName,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,age,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,N_dr3,radial_velocity,radial_velocity_error,radial_velocity_std,rv_nb_transits,N_apogee,vhelio_avg,verr,vscatter,vhelio_avg_std,nvisits_apogee,N_rv_weighted,rv_weighted,rv_weighted_error,rv_weighted_std,X,X_std,Y,Y_std,Z,Z_std,U,U_std,V,V_std,W,W_std,3Dvel
OC-0209,Hao+2022,,341.1647028,0.04319674404,75.11273377,0.04776510753,7.195877903,0.05717219177,0.4101384323,0.06222165258,2.930208824,0.04759108079,6.9,1.148658351,15.7393333,17.04538981,14.44149611,2.60389434,1.405128267,1.198766285,3,-30.40720876,7.891000748,44.70676434,16.33333333,0,nan,nan,nan,nan,nan,3,-30.40720876,7.89100043,44.70676434,-139.4730542,2.973635437,300.1177855,6.856966931,84.04031652,1.890180861,2.166089443,18.47435522,-30.10755767,39.20270832,-12.52570938,11.03087887,32.68103988
OC-0278,Hao+2022,,56.27560166,0.07789540291,29.73754296,0.05253578608,2.496164329,0.09304688527,-5.285772145,0.06917173587,2.494632534,0.09163841834,6.6,1.12081337,15.52407954,16.93200331,14.35703219,2.574969952,1.407923772,1.16704618,7,22.72495379,6.377097539,21.48833893,8.857142857,0,nan,nan,nan,nan,nan,7,22.72495461,6.377097539,21.48833893,-360.1365116,12.88731713,115.3973167,4.401782033,-134.5257399,4.827404414,-22.15703479,19.13704952,-3.729389599,6.455912112,-11.72015388,7.377977722,25.34175496
OC-0279,Hao+2022,,58.53845939,0.05849210918,31.89325135,0.04023136944,6.340845307,0.08543243259,-9.697312571,0.0567785278,3.508784546,0.07757694274,7.1,1.245436907,13.65215111,14.64556071,12.61068827,2.034872437,1.123320262,0.911552302,5,16.34860687,4.577132416,4.135532433,20.8,0,nan,nan,nan,nan,nan,5,16.3486063,4.577132595,4.135532433,-260.2658853,7.041096181,83.13207975,2.285214932,-81.86459034,2.156198129,-18.46201081,3.724310301,-10.16483595,1.337503251,-8.570828056,1.413823149,22.75145768
OC-0320,Hao+2022,,82.83513625,0.05892004073,12.144203,0.04495191574,0.5370989548,0.08164956669,-0.6553271656,0.05366536975,2.56744722,0.06333596508,6.1,1.220495462,15.15958913,16.70656553,14.01348081,2.693083888,1.527543607,1.165540281,7,22.03609794,6.484551021,17.57897452,17.57142857,11,27.83218661,0.1429036097,0.8514574224,10.26855631,2.818181818,13,28.00102572,0.9166269455,9.484959144,-372.7273045,13.0633699,-83.49543074,2.966638214,-78.78024433,2.742944199,-26.41347267,8.936563054,-7.649115112,1.918087563,-5.538677535,2.729826779,28.05097947
OC-0322,Hao+2022,,79.41314424,0.05054203868,7.153400359,0.03745058775,2.356026398,0.06277415752,-3.735327512,0.03861019313,2.552157973,0.06039910913,6.7,1.124200058,15.43911591,16.82310638,14.31098633,2.512119102,1.383989716,1.128129387,6,14.48031616,12.22585042,19.13496042,21.33333333,0,nan,nan,nan,nan,nan,6,14.48031705,12.22585018,19.13496042,-361.7655412,12.80414063,-98.37500237,3.461884549,-115.5673564,4.124695221,-11.17396502,17.65728827,-11.77355857,4.581193428,-4.152322441,5.797635351,16.75458019
OC-0324,Hao+2022,,85.34763314,0.07018665292,9.208531545,0.05660828135,1.614862603,0.08812542937,-2.405821279,0.06510280479,2.452454927,0.08580548113,6.8,1.175655365,15.65082897,16.88584101,14.43455433,2.451285044,1.332233156,1.119051979,5,12.71057892,5.245695496,32.25035009,25.6,5,27.56082764,0.1547971725,4.197131348,1.101018608,3,9,20.05109245,2.536332453,25.29187872,-384.4673547,16.64781398,-113.7856676,4.880959042,-78.17394382,3.284852878,-17.30765424,23.86422786,-11.25111725,7.007214666,-3.274968642,4.692423108,20.90138642
OC-0325,Hao+2022,,86.07897052,0.0454936879,9.184498825,0.03526826927,2.352635419,0.06252094678,-2.459736423,0.03976682935,2.50670921,0.05750953129,6.4,1.125811768,15.71619001,17.19224156,14.53076172,2.661479623,1.476053292,1.185426331,11,27.78295898,6.55406189,21.08278176,28.18181818,15,28.54005534,0.07892780304,0.978348732,1.559088628,2.933333333,15,28.53959626,0.02687396687,1.557883841,-375.7436132,10.413614,-113.993333,3.363125468,-72.21228998,2.124161874,-25.35136362,1.500837695,-14.06745487,0.7660375542,-3.68191874,0.6459624324,29.22569845
OC-0339,Hao+2022,,83.04749797,0.06205819845,-0.3035379711,0.05122115612,1.47845982,0.07750086188,-0.8629280648,0.06109589338,2.714403154,0.07506065369,6.8,1.036241722,16.04552307,17.57433929,14.8681366,2.706203461,1.528815079,1.177388191,0,nan,nan,nan,nan,2,22.37132835,0.07197027902,2.57594045,0.5362987518,2.666666667,2,22.37132835,0.07197027902,0.5362987518,-321.2455353,10.41505863,-142.2398334,4.549453881,-112.1391383,3.819972256,-18.95712835,0.565057049,-11.19564511,0.0072894812,-5.054087987,0.1377551481,22.58891299
OC-0340,Hao+2022,,84.5396211,0.04980641253,-0.162105085,0.04547277969,-0.0788292277,0.06074177518,-0.7571741052,0.05191550886,2.456217111,0.05531383613,6.9,1.307097491,12.93026464,13.55153751,12.07579803,1.475739479,0.755348742,0.7203907967,8,22.07320023,3.951358318,10.59399532,15.875,4,32.19107819,0.2677702427,3.089174271,8.851354985,2.6,9,28.21762608,2.476106222,10.72663532,-356.0348869,13.08987888,-162.2213026,6.077757571,-114.5732752,4.302548413,-23.71353018,9.274916957,-12.55771105,4.645635423,-8.935477114,3.09900171,28.28197963
OC-0341,Hao+2022,,86.66682881,0.06766756376,0.1489708361,0.06126031421,-0.4642683607,0.08658529463,-0.7366345257,0.06801294145,2.386508268,0.08207929702,6.1,1.181059792,16.16375006,17.99384648,14.84035409,3.153490917,1.823283919,1.330206906,8,6.234872341,10.76253891,56.36965771,23.625,49,29.36450694,0.1421086253,1.365370614,5.677611215,4,52,28.55475204,1.040760021,8.376870119,-367.962562,16.59793085,-173.5617825,7.67561346,-103.6998656,4.646598591,-24.28625774,7.330676311,-12.48844934,3.618164026,-8.531988372,2.508752918,28.61081102
OC-0356,Hao+2022,,85.27161305,0.05598430267,-9.387536165,0.05678452345,0.5110158249,0.06880383125,-1.229367789,0.06528398074,2.254713631,0.0789642334,6.2,1.337456806,16.10937124,17.80058239,14.87294646,2.927636177,1.649529734,1.278106443,11,-9.232145136,6.094702287,77.86511485,19.36363636,17,20.63066011,0.08062752555,0.008441366694,1.324821701,1.058823529,23,16.89356727,1.506979492,11.85551517,-349.2832404,23.31232143,-231.1542935,15.74704417,-151.2894168,10.35185095,-11.69747616,9.024132842,-11.01634464,6.530067269,-5.887117814,4.457184244,17.11283009
OC-0357,Hao+2022,Mon R2,91.96085075,0.05856320972,-6.392114554,0.0619427908,-2.884611119,0.07453974769,1.070172057,0.07154682704,1.187476999,0.07719171615,6.7,1.074282546,16.14905483,17.43474743,15.02709123,2.407655903,1.301120234,1.106535818,14,85.8785226,7.556018284,180.614555,16.21428571,3,31.03714244,0.8148821195,6.252593358,13.44017492,2.666666667,16,79.0422647,6.601650149,170.0143649,-687.5250078,51.95136946,-458.860759,34.82339179,-184.6307692,14.082227,-67.79136946,137.775453,-34.40288962,92.12097363,-24.61222431,38.00471799,79.90613351
OC-0358,Hao+2022,,93.16746111,0.05909876447,-6.298023019,0.06183623013,-3.886790602,0.07653395753,0.3183372366,0.07359889934,1.181079578,0.07532616665,6.3,1.375364103,15.9393423,17.02165784,14.87176835,2.149886683,1.082312835,1.067573748,5,43.17797241,5.19725914,7.72073271,14.8,1,51.56219101,0.02495549619,0.8660578132,0,3,5,43.13331609,5.086949863,7.671300942,-690.71429,53.88060905,-469.0304548,36.47464716,-169.4597971,12.85504271,-37.10460143,6.029509189,-15.58603847,5.161241746,-22.43008919,2.214443832,46.07369036
OC-0359,Hao+2022,,93.74843347,0.05689040097,-6.406887294,0.05489846251,-3.710540986,0.07746744156,0.4329358344,0.07451616092,1.199855994,0.06623387879,6.6,1.145388777,15.70657903,16.78694153,14.68148665,2.105456266,1.080364401,1.025092038,10,36.62661133,8.892428589,17.13701266,17.3,2,31.66073227,0.1773662865,7.785083771,1.192863464,2.5,11,36.60338901,6.887730525,16.2236997,-677.0937147,46.60718973,-466.051356,31.94794232,-159.8784015,10.95129368,-31.57241645,13.31332617,-13.52126866,8.941094697,-18.55746428,3.982955276,39.0387201
OC-0362,Hao+2022,,90.95325339,0.05465971722,-9.798967303,0.06156906895,-2.126695145,0.0597280521,1.549449283,0.06412594926,1.194956682,0.07073336022,6.7,1.307315452,15.85938098,16.91942641,14.85516477,2.064264036,1.060045504,1.004218382,12,38.45521545,7.777785619,19.95704756,31.83333333,0,nan,nan,nan,nan,nan,12,38.45521716,7.777785917,19.95704756,-653.240993,42.45753577,-481.9753016,31.64299314,-217.2738994,14.27526746,-34.31463236,16.36653972,-14.09985005,11.18635646,-14.31670981,3.867671684,39.76515995
OC-0366,Hao+2022,,89.63248107,0.04709427357,-13.60142363,0.04806134224,-1.741946748,0.0591117239,1.712785606,0.05806943417,1.448825658,0.06230360031,6.4,1.414705353,15.81682007,16.92922607,14.67725708,2.251969452,1.112405319,1.139564133,7,28.13745117,5.211931501,28.918106,21,0,nan,nan,nan,nan,nan,7,28.13745144,5.21193174,28.918106,-510.9257275,42.34717482,-420.202367,34.42825603,-211.9436527,17.01869914,-25.31821291,21.18007123,-9.896770791,18.01014642,-11.56347817,8.633153777,29.5410224
OC-0367,Hao+2022,,89.43197543,0.03076893753,-14.09967703,0.03369053867,-1.953387832,0.03764014774,1.698430022,0.03771952457,1.479632861,0.04335448808,6.6,1.530154758,14.50401476,15.40856425,13.62008413,1.788479275,0.9045491748,0.8839301003,10,36.6434967,8.061115265,14.48949357,20.8,0,nan,nan,nan,nan,nan,10,36.64349461,8.061115313,14.48949357,-494.9232674,31.25468385,-412.7791451,26.04092457,-211.2958244,13.62143982,-31.07642315,11.32978445,-15.64305704,8.322577566,-14.26961489,4.79176573,37.60413831
OC-0377,Hao+2022,,107.3956455,0.02635230422,-12.04414092,0.02954285741,-3.277393213,0.03371632099,0.9255872445,0.03907940686,0.8563779462,0.03304334879,6.9,1.065052032,13.61860504,14.04404907,13.11283112,0.9312164307,0.4254434109,0.5057729244,7,22.785335,18.48702785,24.35875426,11.14285714,0,nan,nan,nan,nan,nan,7,22.78533602,18.4870269,24.35875426,-815.7915365,21.46408292,-836.0540433,21.80980847,-30.74589372,1.137557284,-25.07977749,16.83877719,-6.823384314,17.6003168,-15.01102923,0.9117635688,30.01474323
OC-0379,Hao+2022,,107.5413906,0.0283840976,-12.42625673,0.03129791672,-3.020397771,0.03654824604,0.8351280697,0.03911106966,0.8471820352,0.03590555083,7.2,1.155619448,14.63549666,15.13028786,14.01363997,1.116646333,0.4947903807,0.6218559092,8,31.69417763,14.579916,9.693066663,17,0,nan,nan,nan,nan,nan,8,31.69417763,14.57991683,9.693066663,-818.8830661,25.82821758,-851.1891364,27.16996834,-32.10840686,1.555987367,-30.45261614,6.786951852,-14.1657368,7.0353179,-13.99562695,0.8736673809,36.38553975
RSG_8,CantatGaudin+2020,RSG 8,345.6376355,0.03272785842,59.30669541,0.03166406751,5.601445301,0.04240219593,-1.578881988,0.03929445148,2.108896207,0.03903454542,7.429999828,1.04936657,14.8970108,15.78975475,13.98719498,1.802559382,0.9254766537,0.8770829213,31,-12.98854705,5.565841183,15.68237289,18,4,6.897453308,0.6468362212,3.242881536,15.53407901,2.75,32,-10.1878133,5.062725822,17.40134683,-158.2844217,10.73276355,448.6426938,25.79911296,-5.585559692,5.615814934,-6.15966116,5.856391933,-13.08510404,16.37617012,-8.388282208,1.221166874,16.71899075
Sigma_Ori,CantatGaudin+2020,NAME sigma Orionis Open Cluster,84.76858195,0.03279323024,-2.574325291,0.0299838313,1.642199899,0.03931926404,-0.4881082217,0.03419774345,2.486428915,0.04071665662,0,1.157562937,14.66993713,15.89903913,13.61184038,2.287198475,1.229101454,1.058097158,37,22.19535044,6.856505935,22.83328199,18.10810811,79,32.06261434,0.1207517743,10.84141541,4.336610288,2.6625,82,31.96782039,0.3948072025,7.860316445,-342.9516016,8.684203727,-173.4797544,4.433470751,-119.349217,3.279243767,-26.77804585,6.728349688,-16.18699888,3.362416854,-7.303435888,2.604997821,32.13133748
Taurus,He+2022,,66.26166007,0.05989234704,26.55039806,0.03558260941,8.133519986,0.08224536171,-23.62239016,0.05848038098,7.70862606,0.06667417731,6.699999809,1.897481619,14.2546074,16.03816059,12.96097987,3.077181225,1.783552564,1.293628409,38,19.02337325,7.42489624,23.56678175,19.76315789,92,15.91549683,0.1401952661,2.213596012,5.796896387,4.086956522,101,15.6022635,0.7216858475,6.141261676,-123.3347779,2.559462051,19.17934056,5.88310105,-35.0563977,2.239599675,-15.41917036,5.838485268,-11.97205326,1.868041773,-10.14651481,1.534161073,22.00074173
Theia_10,He+2022,,333.7839311,0.04496335459,73.48795139,0.04459171505,5.265414299,0.0587010436,1.591899018,0.05528098934,2.913055846,0.04842853546,6.550000191,1.459389991,15.38139997,16.76862712,14.26182875,2.506797539,1.387228243,1.119569129,33,-15.73931145,5.17037594,32.97014403,17.84848485,0,nan,nan,nan,nan,nan,33,-15.73930948,5.170376077,32.97014403,-126.5096421,6.420327309,308.6096175,11.16475115,82.90046163,4.663492062,-2.464710839,12.25794641,-16.79769203,29.60077026,-6.525518725,8.116433926,18.1884483
Theia_54,He+2022,,75.85840428,0.04313758917,30.27479818,0.02387630939,4.256099266,0.05538939875,-25.25374814,0.03853651535,6.383660588,0.04904288469,6.75,1.316942348,14.0776864,15.60845663,12.88271882,2.725735864,1.530772187,1.1949635,13,16.34875371,4.302442697,7.564067095,23,18,16.40540059,0.1819615497,2.217177709,3.617212707,3.722222222,26,16.88190597,1.626624505,5.740330716,-154.570085,2.751279641,17.01267702,3.134314215,-18.65840241,4.291503745,-17.50640549,5.675004689,-14.70458286,0.8738225206,-10.75193352,0.7118603177,25.26466039
Theia_619,He+2022,,328.009397,0.05474484385,52.01802047,0.05565731098,3.97572099,0.07282259195,-1.504179306,0.0692327785,2.239897456,0.06563943239,7.25,1.949734108,15.02822284,15.87195118,14.1258493,1.746101196,0.8437282823,0.9023729702,449,-15.36448401,4.835747734,16.5361662,19.20489978,8,-9.855525017,0.5779635906,9.447874069,6.342576243,10.5,451,-15.19716846,4.764962044,16.50771079,-56.67914233,45.70703998,443.2883814,33.29348352,-9.997308346,10.34773821,-2.929846057,4.916765357,-16.00809399,16.26555865,-7.2766795,2.994272337,17.82675337
Theia_65,He+2022,,83.57916959,0.03763483552,23.42116069,0.02658050201,6.244278564,0.05036058496,-37.41880336,0.03146334255,9.190127389,0.04337004704,7.199999809,1.064851873,13.50609274,14.93449402,12.42810507,2.506389842,1.428401498,1.077988344,7,13.07876587,8.431532179,4.073759185,14.14285714,0,nan,nan,nan,nan,nan,7,13.07876669,8.431532485,4.073759185,-108.1720447,0.9085488682,-6.303371148,2.317802428,-9.606326545,1.740253368,-11.22533675,3.686035995,-18.83722613,0.3790739039,-8.650849249,0.4416055297,23.57300291
Theia_66,He+2022,,68.27138178,0.03546545967,17.92697579,0.02017263251,12.19090906,0.04892378084,-18.85327929,0.03282620061,6.871959769,0.04056425248,6.550000191,1.275593911,14.0054784,15.58969707,12.79197053,2.797725308,1.58421781,1.213507868,14,17.80929129,3.957908903,5.581090448,22.85714286,29,18.83136407,0.1297946716,1.667969276,2.509933501,2.931034483,30,18.93724647,0.1382679472,2.529023935,-136.8515859,2.343067595,1.571645911,1.503883514,-49.5277011,0.8885604505,-17.43473313,2.438075,-15.18350994,0.6034952844,-7.934490285,0.9914676069,24.44309779
Theia_68,He+2022,,81.55490961,0.05030774593,25.27244016,0.03463291168,3.604617217,0.06560019016,-25.57165554,0.04492517471,6.268941548,0.04580503941,7.050000191,1.372445068,13.91803955,15.18933105,12.77777832,2.411551971,1.27128952,1.140262451,11,9.063948198,6.354112105,14.35797825,11.54545455,0,nan,nan,nan,nan,nan,11,9.063948458,6.354112303,14.35797825,-158.7565137,2.582027189,-2.137468641,2.242138257,-15.5884243,1.829477323,-7.973637391,14.19486113,-18.04929335,0.5320064996,-9.43239046,1.567255354,21.8706624
Theia_93,He+2022,,81.36868774,0.0566730562,24.77029231,0.03746965998,1.307592281,0.07368840042,-18.04276194,0.05001073448,5.600288669,0.0623269834,6.75,1.805880095,14.70401162,16.25618543,13.50408293,2.752102902,1.552173012,1.199929589,14,13.08616747,5.739415305,10.54341463,13.85714286,0,nan,nan,nan,nan,nan,14,13.08616761,5.739414973,10.54341463,-177.6355105,4.556580848,-3.377392287,1.512861699,-18.76713964,2.672144298,-11.94132284,10.49791779,-13.58389962,0.7386303498,-9.203046046,1.167221435,20.2931904
UBC_17a,CantatGaudin+2020,,83.69378918,0.02954973637,-1.519277394,0.02532584063,1.677588612,0.03601213576,-1.200953612,0.02966598054,2.784031321,0.03741437616,7.269999981,1.099025888,14.71831846,15.8424306,13.69362429,2.148806308,1.134987148,1.013819485,70,15.39610944,5.86234654,18.5413313,19.98571429,47,23.92500987,0.07975981187,0.6041247309,7.501899904,2.408163265,84,18.98762252,2.54474652,13.68748705,-309.4380104,8.979338044,-146.5193572,8.497510301,-109.3522776,7.026548569,-15.38699864,11.72745726,-10.88906208,5.683050301,-4.187149169,4.271815092,19.3096768
UBC_17b,CantatGaudin+2020,,83.65536585,0.04878591167,-1.441986421,0.03757603963,0.1451344294,0.05454220154,-0.1430483056,0.0396493276,2.452267149,0.04458196958,7.059999943,1.099007571,14.61029844,15.7751594,13.74118277,2.033976482,1.045488211,0.9884882707,8,13.53771114,7.41807127,13.49359148,18.5,6,28.68590546,0.06589780961,0.330521243,1.697842518,2.142857143,10,26.27840698,2.43955579,4.567480824,-351.5589383,13.94767141,-165.5309088,8.642192497,-124.0734282,10.24439808,-22.50685147,4.018453087,-10.99829087,1.792228557,-7.926744939,1.551112579,26.27458944
UBC_19,CantatGaudin+2020,,56.4995979,0.04758379236,29.92745852,0.03116432391,2.705509195,0.05754869059,-5.190542077,0.04041808844,2.463526124,0.0544805117,6.840000153,1.268579364,14.32970238,15.43487453,13.3716259,2.063248873,1.105171919,0.9580768943,13,13.20033147,4.641844529,28.2999134,14.38461538,0,nan,nan,nan,nan,nan,13,13.20033092,4.641844635,28.2999134,-365.4105016,14.2058726,116.8747002,4.049556673,-134.4208179,5.209647624,-13.69489341,25.29635759,-6.504394981,8.435001792,-8.371793808,9.502206228,17.31889694
UBC_207,CantatGaudin+2020,,83.86561103,0.02616050894,-4.505249041,0.02155329964,1.013580708,0.0342803695,0.6440969038,0.02720598091,2.568109705,0.03929494078,7.179999828,1.14758606,15.14529031,16.35133501,14.05708452,2.294249795,1.206043174,1.088206621,24,23.84395599,6.427199046,37.60664151,29.29166667,24,28.66856893,0.08465730151,1.009811004,2.37466968,1.875,33,32.68319867,1.640460647,26.06857205,-324.8082591,8.614059297,-174.141936,4.327475633,-126.4641481,3.036770556,-27.97863496,21.70797675,-14.74249604,11.77087617,-8.538200082,8.393029993,32.75738184
UBC_31,CantatGaudin+2020,,61.11611076,0.03073575072,32.76570083,0.01940476731,3.757849906,0.04424435798,-5.414588516,0.02831977361,2.769155778,0.03732094373,7.420000076,1.219966209,13.45930042,14.23716736,12.61941359,1.617753665,0.8215496275,0.7962039842,46,20.32437665,4.306940162,19.08540265,21.02173913,0,nan,nan,nan,nan,nan,46,20.32437734,4.306939875,19.08540265,-334.9467614,8.744754701,100.2463619,6.458758244,-90.87430423,7.803016431,-21.43658825,17.73017447,-5.1101039,5.445035999,-7.362736779,4.57597003,23.23468034
UBC1104,CastroGinard+2021,,305.0926104,0.01950184462,39.8855801,0.0237719759,-2.289168179,0.02606935704,-3.484058383,0.02935692351,0.7729293665,0.02506247226,7.159999847,1.046055571,14.60291566,15.22705598,13.87162748,1.35542898,0.6241425859,0.7312863938,6,4.844093959,8.864626567,13.64103615,19,0,nan,nan,nan,nan,nan,6,4.844093998,8.864626408,13.64103615,276.8527181,5.200305866,1263.54502,24.58236226,44.01970616,1.896159799,25.71699872,2.717672829,-0.6578485078,13.34953799,-0.6359893287,0.7097072141,25.73327166
UPK_111,Sim+2019,,304.7135513,0.02912827834,40.86724188,0.03446303062,-2.560361678,0.04013873998,-6.281607499,0.04376947996,0.9778595337,0.03730814434,6.849999905,1.085433441,14.77568217,15.70623181,13.97162942,1.734598796,0.8661023308,0.8684963152,26,-6.803196834,11.7605849,21.22938834,19.96153846,4,-4.094871044,0.358954072,21.53251457,5.134735314,4.25,29,-6.60919175,10.40860271,20.19245815,207.8292307,10.66993181,1002.605388,49.15977418,49.03844266,3.256910392,30.34915264,4.384285752,-12.67097156,19.72545671,-7.525755046,1.447525775,33.73813236
UPK_126,CantatGaudin+2020,,311.7937114,0.041180239,43.80903813,0.04884317693,-1.50459594,0.05477479977,-2.067599311,0.06094113518,1.157543917,0.05413029124,7.130000114,1.22882484,15.77614279,16.77155466,14.69778535,2.073768847,1.062548319,1.011220181,6,-18.92839432,10.90003332,26.5420092,20.5,0,nan,nan,nan,nan,nan,6,-18.92839448,10.90003355,26.5420092,94.8211975,10.46271183,867.8065947,93.25454693,4.301280853,1.402430898,8.439113446,3.576461093,-19.96206697,26.34376334,-1.277920982,1.006185789,21.71027028
UPK_127,He+2022,,313.1210532,0.04604325937,44.36068426,0.05024538341,-1.271421089,0.06191461339,-3.355072279,0.06389935994,1.228221416,0.05724632023,6.25,1.224006981,16.26679604,17.75494717,15.07268815,2.682259896,1.488152184,1.194107537,48,-13.60981878,7.528026581,21.94386715,21.08333333,0,nan,nan,nan,nan,nan,48,-13.60981828,7.52802673,21.94386715,74.01333378,4.956750407,812.8096621,40.26670351,-1.510984167,2.822665204,11.6762386,4.531488072,-14.74228995,21.88061198,-4.236682434,2.943077693,19.27742563
UPK_138,He+2022,,320.5702832,0.05374689536,46.84151845,0.05579951135,-0.2837144348,0.07325744629,-1.779193154,0.06994415413,1.460085992,0.06680352579,6.300000191,1.664864107,15.92215243,17.30394537,14.77393965,2.530005889,1.381791635,1.148214254,5,-15.05188599,13.58727112,32.64126716,23.2,0,nan,nan,nan,nan,nan,5,-15.0518857,13.58727036,32.64126716,-1.70634167,1.059783053,684.7923318,17.45586191,-27.23539437,1.143281995,5.164121912,0.4096697793,-15.15817365,32.59618633,-2.843897293,1.787677923,16.26425945
UPK_139,Sim+2019,,316.0229201,0.04446393251,50.24665965,0.04397657514,1.396834644,0.05973709822,-3.449246187,0.05655803084,1.607181056,0.05037629008,6.099999905,1.04364996,16.24542999,17.95894775,15.00162506,2.957324791,1.713518906,1.243805981,3,-18.95331573,12.45524724,8.962069216,26,0,nan,nan,nan,nan,nan,3,-18.95331494,12.45524756,8.962069216,-5.856376836,0.3369222378,623.3191597,31.15498778,24.47212061,1.218884734,6.191639035,0.3713621893,-18.51610423,8.956842359,-9.994943482,0.6019888591,21.933568
UPK_144,He+2022,,315.0923239,0.0350488623,52.356024,0.03412234038,1.161536981,0.04746987919,-3.549741837,0.04433378081,1.777553785,0.03785012662,6.349999905,1.143475771,15.68710836,17.06219482,14.53875478,2.52344052,1.375085831,1.148354689,5,-31.79822998,8.139540863,17.78110876,19.8,0,nan,nan,nan,nan,nan,5,-31.79822884,8.139540863,17.78110876,-17.01714632,0.9791233484,561.1107391,11.23363068,40.03665887,1.279535328,6.005954491,0.8571704862,-30.90757717,17.8062425,-11.3331644,0.8432810112,33.46326988
UPK_152,CantatGaudin+2020,,319.3019841,0.01772778684,56.19655695,0.01872667264,3.656634798,0.02449732206,-1.345309004,0.02386318012,1.336248447,0.01973555305,0,1.033697822,14.66167103,15.37260992,13.84906977,1.523538763,0.7109385404,0.8126002225,4,-15.75378799,14.54572678,7.030540915,25.25,0,nan,nan,nan,nan,nan,4,-15.75378823,14.54572678,7.030540915,-81.16039043,7.869282706,741.8350336,22.05882142,63.44214605,2.841212596,-3.942921132,1.023578016,-15.16454891,6.855413739,-14.0488334,1.169920804,21.0447117
UPK_160,He+2022,,308.5452904,0.04775264859,64.25680085,0.04713137448,4.099831921,0.06617206335,-0.1480770827,0.05797117576,2.165701929,0.04985120893,7,1.256199956,15.52417755,16.6429615,14.46236038,2.180600166,1.118784189,1.061816216,20,-23.71826935,6.110663223,27.39523774,25,0,nan,nan,nan,nan,nan,20,-23.71826886,6.110663342,27.39523774,-71.15535977,5.161157015,442.6680826,15.87170414,112.6150131,8.621223433,-1.132342023,4.073196688,-21.71424936,26.38535607,-12.7794866,6.909817619,25.22114393
UPK_184,Sim+2019,,317.8934273,0.04191449194,68.77130492,0.04201969595,7.815323462,0.05620741844,-1.101723682,0.05383156285,2.910950296,0.04428969008,6.849999905,1.315078273,15.54997115,17.06821511,14.358453,2.709761648,1.518243385,1.191518379,25,-22.0591748,6.512546387,28.82130812,16.36,0,nan,0,0,nan,0,25,-22.05917517,6.26206321,28.82130812,-87.20956273,5.966258644,322.1144619,10.00955123,82.67215713,3.722984202,-1.909605269,7.579763863,-20.0777282,27.0547193,-15.62417369,6.662577796,25.51228264
UPK_187,Sim+2019,,328.4281441,0.04063093662,65.59630538,0.03993732532,5.736375952,0.05442992051,-0.3229895172,0.04920017322,2.185888655,0.04416326682,7.300000191,1.404637909,14.78858948,15.78589172,13.90727132,1.87861913,0.997300148,0.881319046,12,-13.16769918,4.218800227,6.698128682,18.5,0,nan,nan,nan,nan,nan,12,-13.16769907,4.218799879,6.698128682,-124.0839656,4.07039672,435.3073401,15.49311804,69.93086638,3.114456062,-5.700120677,1.994622421,-13.84016889,6.333814799,-10.27114212,1.036208196,18.15318184
UPK_205,Sim+2019,,338.7681676,0.05431440084,69.30965389,0.05373455131,5.882368889,0.07309586069,-0.07292366275,0.06795075665,2.654452616,0.0594747222,7.099999905,1.984754314,15.37570987,16.60992166,14.31123418,2.298689967,1.234212295,1.064477672,15,-28.79771525,4.721390788,18.81306531,18.06666667,0,nan,nan,nan,nan,nan,15,-28.79771413,4.721390796,18.81306531,-141.9596764,49.8993247,363.5614893,133.0588324,65.91959641,25.55520571,1.1702145,7.053888463,-29.09510894,17.1322545,-10.20578076,3.577793429,30.85535167
UPK_209,Sim+2019,,333.2019694,0.03996818264,73.2707765,0.03967993955,5.301049577,0.05198008815,1.61133781,0.04831707478,2.917849382,0.04316298167,7,1.101943493,15.44482803,16.94093959,14.29128774,2.649651527,1.496112188,1.15353926,14,-21.54502215,5.98198373,43.02076724,18.78571429,0,nan,nan,nan,nan,nan,14,-21.54502174,5.981983491,43.02076724,-124.8643722,4.47914047,308.694052,8.890237786,82.16566196,2.621719878,-0.3023181346,16.07159839,-21.9409824,38.54372121,-8.022714061,10.35515362,23.36369076
UPK_225,Sim+2019,,186.0419511,0.03788796787,57.49380331,0.03843479321,7.985329007,0.05037730316,-2.856612843,0.04997660374,2.384296449,0.05327230897,7.099999905,1.111469663,15.79810938,17.1210043,14.70366169,2.417344718,1.322896234,1.094448155,57,-12.8284623,5.170542399,20.24725085,19.56140351,4,-1.638070464,0.5550436378,8.998455048,8.670929143,3.25,59,-11.73323339,4.8457604,20.12566138,-183.2788879,14.57216685,376.5683905,16.89384453,-33.90674993,5.492280265,-7.552702462,9.082020019,-17.47950525,17.89244263,-7.80756999,1.738477097,20.57995547
